#               time [ns]          Re(ampl) [Vpcm]          Im(ampl) [Vpcm]
  8.08376667904797443E+01  5.54923739301392809E-03  2.12886346287397207E-02
  8.08408954541558558E+01  5.44119962493671942E-03  2.13165040905301459E-02
  8.08441241178319530E+01  5.33302190486308492E-03  2.13438252748248090E-02
  8.08473527815080502E+01  5.22470701521031075E-03  2.13705974789010558E-02
  8.08505814451841616E+01  5.11625774192409760E-03  2.13968200141563501E-02
  8.08538101088602588E+01  5.00767687440568845E-03  2.14224922061263048E-02
  8.08570387725363702E+01  4.89896720544194791E-03  2.14476133945015919E-02
  8.08602674362124816E+01  4.79013153113200685E-03  2.14721829331452653E-02
  8.08634960998885930E+01  4.68117265081686735E-03  2.14962001901090431E-02
  8.08667247635646902E+01  4.57209336700588505E-03  2.15196645476499158E-02
  8.08699534272407874E+01  4.46289648530467063E-03  2.15425754022460156E-02
  8.08731820909168988E+01  4.35358481434446574E-03  2.15649321646118157E-02
  8.08764107545929960E+01  4.24416116570898536E-03  2.15867342597134797E-02
  8.08796394182691074E+01  4.13462835386118038E-03  2.16079811267838491E-02
  8.08828680819452046E+01  4.02498919607268465E-03  2.16286722193364915E-02
  8.08860967456213302E+01  3.91524651234981952E-03  2.16488070051800430E-02
  8.08893254092974274E+01  3.80540312536260068E-03  2.16683849664316315E-02
  8.08925540729735246E+01  3.69546186037059739E-03  2.16874055995304842E-02
  8.08957827366496360E+01  3.58542554515026146E-03  2.17058684152508369E-02
  8.08990114003257332E+01  3.47529700992373850E-03  2.17237729387142822E-02
  8.09022400640018446E+01  3.36507908728483603E-03  2.17411187094021970E-02
  8.09054687276779418E+01  3.25477461212678697E-03  2.17579052811674584E-02
  8.09086973913540533E+01  3.14438642156809802E-03  2.17741322222461502E-02
  8.09119260550301505E+01  3.03391735488142862E-03  2.17897991152683490E-02
  8.09151547187062619E+01  2.92337025341901863E-03  2.18049055572690949E-02
  8.09183833823823733E+01  2.81274796054115268E-03  2.18194511596985739E-02
  8.09216120460584705E+01  2.70205332154148164E-03  2.18334355484322840E-02
  8.09248407097345819E+01  2.59128918357383461E-03  2.18468583637806656E-02
  8.09280693734106791E+01  2.48045839558053930E-03  2.18597192604981505E-02
  8.09312980370867905E+01  2.36956380821790524E-03  2.18720179077922239E-02
  8.09345267007628877E+01  2.25860827378352585E-03  2.18837539893318236E-02
  8.09377553644389991E+01  2.14759464614166585E-03  2.18949272032556326E-02
  8.09409840281151105E+01  2.03652578065141717E-03  2.19055372621796696E-02
  8.09442126917912077E+01  1.92540453409325543E-03  2.19155838932046931E-02
  8.09474413554673191E+01  1.81423376459400590E-03  2.19250668379233661E-02
  8.09506700191434163E+01  1.70301633155488545E-03  2.19339858524267572E-02
  8.09538986828195277E+01  1.59175509557640013E-03  2.19423407073107493E-02
  8.09571273464956249E+01  1.48045291838663751E-03  2.19501311876817810E-02
  8.09603560101717363E+01  1.36911266276641382E-03  2.19573570931624745E-02
  8.09635846738478335E+01  1.25773719247626505E-03  2.19640182378967666E-02
  8.09668133375239449E+01  1.14632937218154055E-03  2.19701144505547279E-02
  8.09700420012000563E+01  1.03489206738028141E-03  2.19756455743369064E-02
  8.09732706648761535E+01  9.23428144329518398E-04  2.19806114669783489E-02
  8.09764993285522650E+01  8.11940469969988417E-04  2.19850120007523478E-02
  8.09797279922283622E+01  7.00431911853955573E-04  2.19888470624736605E-02
  8.09829566559044736E+01  5.88905338069893071E-04  2.19921165535014521E-02
  8.09861853195805708E+01  4.77363617170589716E-04  2.19948203897418031E-02
  8.09894139832566822E+01  3.65809618098116832E-04  2.19969585016498784E-02
  8.09926426469327794E+01  2.54246210110663370E-04  2.19985308342317311E-02
  8.09958713106088766E+01  1.42676262707484998E-04  2.19995373470457251E-02
  8.09990999742850022E+01  3.11026455566615885E-05  2.19999780142035445E-02
  8.10023286379610994E+01 -8.04717715787127825E-05  2.19998528243708670E-02
  8.10055573016372108E+01 -1.92044118915905734E-04  2.19991617807676863E-02
  8.10087859653133080E+01 -3.03611526724796555E-04  2.19979049011681978E-02
  8.10120146289894194E+01 -4.15171125403250812E-04  2.19960822179003368E-02
  8.10152432926655166E+01 -5.26720045549053622E-04  2.19936937778449706E-02
  8.10184719563416280E+01 -6.38255418034962664E-04  2.19907396424346979E-02
  8.10217006200177252E+01 -7.49774374081879982E-04  2.19872198876522353E-02
  8.10249292836938366E+01 -8.61274045334201651E-04  2.19831346040284606E-02
  8.10281579473699480E+01 -9.72751563930469051E-04  2.19784838966401580E-02
  8.10313866110460452E+01 -1.08420406258025702E-03  2.19732678851072213E-02
  8.10346152747221566E+01 -1.19562867463636154E-03  2.19674867035896289E-02
  8.10378439383982538E+01 -1.30702253416853159E-03  2.19611405007840051E-02
  8.10410726020743652E+01 -1.41838277603843202E-03  2.19542294399197140E-02
  8.10443012657504624E+01 -1.52970653597146473E-03  2.19467536987547687E-02
  8.10475299294265596E+01 -1.64099095063168746E-03  2.19387134695711999E-02
  8.10507585931026711E+01 -1.75223315769483957E-03  2.19301089591701429E-02
  8.10539872567787825E+01 -1.86343029592351780E-03  2.19209403888664042E-02
  8.10572159204548939E+01 -1.97457950523765744E-03  2.19112079944829910E-02
  8.10604445841309911E+01 -2.08567792679120994E-03  2.19009120263448376E-02
  8.10636732478071025E+01 -2.19672270304411589E-03  2.18900527492724532E-02
  8.10669019114831997E+01 -2.30771097783580553E-03  2.18786304425751463E-02
  8.10701305751592969E+01 -2.41863989645990565E-03  2.18666454000437001E-02
  8.10733592388354083E+01 -2.52950660573579523E-03  2.18540979299429970E-02
  8.10765879025115055E+01 -2.64030825408324192E-03  2.18409883550039902E-02
  8.10798165661876311E+01 -2.75104199159573962E-03  2.18273170124153523E-02
  8.10830452298637283E+01 -2.86170497011226403E-03  2.18130842538150627E-02
  8.10862738935398397E+01 -2.97229434329362953E-03  2.17982904452809004E-02
  8.10895025572159369E+01 -3.08280726669259630E-03  2.17829359673214658E-02
  8.10927312208920341E+01 -3.19324089782858705E-03  2.17670212148661883E-02
  8.10959598845681455E+01 -3.30359239626017240E-03  2.17505465972552478E-02
  8.10991885482442427E+01 -3.41385892365937129E-03  2.17335125382288642E-02
  8.11024172119203541E+01 -3.52403764388279717E-03  2.17159194759166708E-02
  8.11056458755964513E+01 -3.63412572304584389E-03  2.16977678628262685E-02
  8.11088745392725770E+01 -3.74412032959557228E-03  2.16790581658315822E-02
  8.11121032029486742E+01 -3.85401863438200208E-03  2.16597908661611098E-02
  8.11153318666247714E+01 -3.96381781073396056E-03  2.16399664593850058E-02
  8.11185605303008828E+01 -4.07351503452870346E-03  2.16195854554028961E-02
  8.11217891939769800E+01 -4.18310748426609699E-03  2.15986483784304656E-02
  8.11250178576530914E+01 -4.29259234114057198E-03  2.15771557669860933E-02
  8.11282465213291886E+01 -4.40196678911485440E-03  2.15551081738767809E-02
  8.11314751850053000E+01 -4.51122801499055561E-03  2.15325061661842850E-02
  8.11347038486813972E+01 -4.62037320848144965E-03  2.15093503252503336E-02
  8.11379325123575086E+01 -4.72939956228728316E-03  2.14856412466613786E-02
  8.11411611760336200E+01 -4.83830427216140179E-03  2.14613795402342350E-02
  8.11443898397097172E+01 -4.94708453698898369E-03  2.14365658299990845E-02
  8.11476185033858286E+01 -5.05573755885450546E-03  2.14112007541844285E-02
  8.11508471670619258E+01 -5.16426054311523372E-03  2.13852849652003268E-02
  8.11540758307380372E+01 -5.27265069847402366E-03  2.13588191296214085E-02
  8.11573044944141344E+01 -5.38090523704927610E-03  2.13318039281701517E-02
  8.11605331580902458E+01 -5.48902137444787479E-03  2.13042400556991106E-02
  8.11637618217663572E+01 -5.59699632983678974E-03  2.12761282211729810E-02
  8.11669904854424544E+01 -5.70482732601309932E-03  2.12474691476508340E-02
  8.11702191491185658E+01 -5.81251158947843679E-03  2.12182635722666692E-02
  8.11734478127946630E+01 -5.92004635050731500E-03  2.11885122462112697E-02
  8.11766764764707744E+01 -6.02742884321986767E-03  2.11582159347124786E-02
  8.11799051401468716E+01 -6.13465630565238670E-03  2.11273754170157001E-02
  8.11831338038229831E+01 -6.24172597982957603E-03  2.10959914863634787E-02
  8.11863624674990803E+01 -6.34863511183367084E-03  2.10640649499756472E-02
  8.11895911311751917E+01 -6.45538095187648577E-03  2.10315966290281972E-02
  8.11928197948513031E+01 -6.56196075437012662E-03  2.09985873586321543E-02
  8.11960484585274003E+01 -6.66837177799612952E-03  2.09650379878125841E-02
  8.11992771222035117E+01 -6.77461128577894547E-03  2.09309493794857873E-02
  8.12025057858796089E+01 -6.88067654515335785E-03  2.08963224104380708E-02
  8.12057344495557203E+01 -6.98656482803625394E-03  2.08611579713027101E-02
  8.12089631132318175E+01 -7.09227341089620471E-03  2.08254569665372417E-02
  8.12121917769079289E+01 -7.19779957482469517E-03  2.07892203143997985E-02
  8.12154204405840261E+01 -7.30314060560428337E-03  2.07524489469260928E-02
  8.12186491042601375E+01 -7.40829379377988973E-03  2.07151438099049227E-02
  8.12218777679362489E+01 -7.51325643472701161E-03  2.06773058628544025E-02
  8.12251064316123461E+01 -7.61802582872276885E-03  2.06389360789967224E-02
  8.12283350952884575E+01 -7.72259928101532572E-03  2.06000354452331343E-02
  8.12315637589645547E+01 -7.82697410189174721E-03  2.05606049621190785E-02
  8.12347924226406661E+01 -7.93114760674835072E-03  2.05206456438380563E-02
  8.12380210863167633E+01 -8.03511711615916696E-03  2.04801585181757298E-02
  8.12412497499928747E+01 -8.13887995594603057E-03  2.04391446264930512E-02
  8.12444784136689719E+01 -8.24243345724560809E-03  2.03976050237001626E-02
  8.12477070773450833E+01 -8.34577495657949989E-03  2.03555407782286708E-02
  8.12509357410211948E+01 -8.44890179592129760E-03  2.03129529720047775E-02
  8.12541644046972920E+01 -8.55181132276639812E-03  2.02698427004208495E-02
  8.12573930683734034E+01 -8.65450089020022850E-03  2.02262110723072236E-02
  8.12606217320495006E+01 -8.75696785696487845E-03  2.01820592099043183E-02
  8.12638503957256120E+01 -8.85920958752819433E-03  2.01373882488332726E-02
  8.12670790594017092E+01 -8.96122345215099279E-03  2.00921993380669753E-02
  8.12703077230778064E+01 -9.06300682695583733E-03  2.00464936399000170E-02
  8.12735363867539320E+01 -9.16455709399310522E-03  2.00002723299194211E-02
  8.12767650504300292E+01 -9.26587164130832260E-03  1.99535365969744360E-02
  8.12799937141061406E+01 -9.36694786301076748E-03  1.99062876431452644E-02
  8.12832223777822378E+01 -9.46778315933907710E-03  1.98585266837128516E-02
  8.12864510414583492E+01 -9.56837493672952656E-03  1.98102549471269075E-02
  8.12896797051344464E+01 -9.66872060788105323E-03  1.97614736749751572E-02
  8.12929083688105436E+01 -9.76881759182290921E-03  1.97121841219508494E-02
  8.12961370324866550E+01 -9.86866331398051841E-03  1.96623875558207574E-02
  8.12993656961627522E+01 -9.96825520624278726E-03  1.96120852573920222E-02
  8.13025943598388778E+01 -1.00675907070267683E-02  1.95612785204798967E-02
  8.13058230235149750E+01 -1.01666672613435569E-02  1.95099686518744771E-02
  8.13090516871910864E+01 -1.02654823208653944E-02  1.94581569713064041E-02
  8.13122803508671836E+01 -1.03640333439898140E-02  1.94058448114135737E-02
  8.13155090145432808E+01 -1.04623177959064177E-02  1.93530335177062064E-02
  8.13187376782193923E+01 -1.05603331486603860E-02  1.92997244485330552E-02
  8.13219663418954894E+01 -1.06580768812186352E-02  1.92459189750459232E-02
  8.13251950055716009E+01 -1.07555464795340890E-02  1.91916184811646816E-02
  8.13284236692476981E+01 -1.08527394366114485E-02  1.91368243635410551E-02
  8.13316523329238237E+01 -1.09496532525702878E-02  1.90815380315234769E-02
  8.13348809965999209E+01 -1.10462854347093895E-02  1.90257609071208256E-02
  8.13381096602760181E+01 -1.11426334975721804E-02  1.89694944249651082E-02
  8.13413383239521295E+01 -1.12386949630093342E-02  1.89127400322752909E-02
  8.13445669876282267E+01 -1.13344673602438408E-02  1.88554991888193434E-02
  8.13477956513043381E+01 -1.14299482259329448E-02  1.87977733668775807E-02
  8.13510243149804353E+01 -1.15251351042325919E-02  1.87395640512042216E-02
  8.13542529786565467E+01 -1.16200255468600425E-02  1.86808727389894680E-02
  8.13574816423326581E+01 -1.17146171131581895E-02  1.86217009398202196E-02
  8.13607103060087553E+01 -1.18089073701556635E-02  1.85620501756428614E-02
  8.13639389696848667E+01 -1.19028938926320806E-02  1.85019219807224834E-02
  8.13671676333609639E+01 -1.19965742631790804E-02  1.84413179016042449E-02
  8.13703962970370753E+01 -1.20899460722625109E-02  1.83802394970735937E-02
  8.13736249607131725E+01 -1.21830069182854613E-02  1.83186883381154901E-02
  8.13768536243892839E+01 -1.22757544076484443E-02  1.82566660078750352E-02
  8.13800822880653811E+01 -1.23681861548120171E-02  1.81941741016160494E-02
  8.13833109517414925E+01 -1.24602997823576329E-02  1.81312142266804172E-02
  8.13865396154176040E+01 -1.25520929210500513E-02  1.80677880024458191E-02
  8.13897682790937012E+01 -1.26435632098957224E-02  1.80038970602859026E-02
  8.13929969427698126E+01 -1.27347082962060813E-02  1.79395430435264937E-02
  8.13962256064459098E+01 -1.28255258356567772E-02  1.78747276074042692E-02
  8.13994542701220212E+01 -1.29160134923479667E-02  1.78094524190241521E-02
  8.14026829337981184E+01 -1.30061689388654214E-02  1.77437191573157002E-02
  8.14059115974742298E+01 -1.30959898563388546E-02  1.76775295129910567E-02
  8.14091402611503270E+01 -1.31854739345025930E-02  1.76108851885006766E-02
  8.14123689248264384E+01 -1.32746188717549913E-02  1.75437878979895941E-02
  8.14155975885025498E+01 -1.33634223752163699E-02  1.74762393672542246E-02
  8.14188262521786470E+01 -1.34518821607905112E-02  1.74082413336961173E-02
  8.14220549158547584E+01 -1.35399959532208885E-02  1.73397955462791381E-02
  8.14252835795308556E+01 -1.36277614861504397E-02  1.72709037654835730E-02
  8.14285122432069670E+01 -1.37151765021793787E-02  1.72015677632611844E-02
  8.14317409068830642E+01 -1.38022387529242313E-02  1.71317893229889009E-02
  8.14349695705591756E+01 -1.38889459990741843E-02  1.70615702394240724E-02
  8.14381982342352728E+01 -1.39752960104494311E-02  1.69909123186577603E-02
  8.14414268979113842E+01 -1.40612865660597365E-02  1.69198173780672895E-02
  8.14446555615874956E+01 -1.41469154541579486E-02  1.68482872462724538E-02
  8.14478842252635928E+01 -1.42321804723016913E-02  1.67763237630845219E-02
  8.14511128889397042E+01 -1.43170794274064192E-02  1.67039287794619080E-02
  8.14543415526158014E+01 -1.44016101358030203E-02  1.66311041574615723E-02
  8.14575702162919129E+01 -1.44857704232946947E-02  1.65578517701904966E-02
  8.14607988799680101E+01 -1.45695581252114469E-02  1.64841735017587365E-02
  8.14640275436441215E+01 -1.46529710864667252E-02  1.64100712472301617E-02
  8.14672562073202187E+01 -1.47360071616123665E-02  1.63355469125740921E-02
  8.14704848709963301E+01 -1.48186642148949565E-02  1.62606024146152543E-02
  8.14737135346724415E+01 -1.49009401203084261E-02  1.61852396809865802E-02
  8.14769421983485387E+01 -1.49828327616510614E-02  1.61094606500775013E-02
  8.14801708620246501E+01 -1.50643400325787824E-02  1.60332672709851652E-02
  8.14833995257007473E+01 -1.51454598366593061E-02  1.59566615034643054E-02
  8.14866281893768587E+01 -1.52261900874269933E-02  1.58796453178759560E-02
  8.14898568530529559E+01 -1.53065287084351472E-02  1.58022206951380917E-02
  8.14930855167290531E+01 -1.53864736333100983E-02  1.57243896266740027E-02
  8.14963141804051787E+01 -1.54660228058052553E-02  1.56461541143602320E-02
  8.14995428440812759E+01 -1.55451741798519703E-02  1.55675161704770196E-02
  8.15027715077573873E+01 -1.56239257196133033E-02  1.54884778176554768E-02
  8.15060001714334845E+01 -1.57022753995372487E-02  1.54090410888246768E-02
  8.15092288351095959E+01 -1.57802212044079529E-02  1.53292080271602241E-02
  8.15124574987856931E+01 -1.58577611293962452E-02  1.52489806860330659E-02
  8.15156861624617903E+01 -1.59348931801142381E-02  1.51683611289535371E-02
  8.15189148261379017E+01 -1.60116153726631780E-02  1.50873514295218874E-02
  8.15221434898139989E+01 -1.60879257336874783E-02  1.50059536713717783E-02
  8.15253721534901246E+01 -1.61638223004241834E-02  1.49241699481180434E-02
  8.15286008171662218E+01 -1.62393031207526024E-02  1.48420023633037690E-02
  8.15318294808423332E+01 -1.63143662532453868E-02  1.47594530303452633E-02
  8.15350581445184304E+01 -1.63890097672192876E-02  1.46765240724767900E-02
  8.15382868081945276E+01 -1.64632317427839750E-02  1.45932176226968510E-02
  8.15415154718706390E+01 -1.65370302708901795E-02  1.45095358237147514E-02
  8.15447441355467362E+01 -1.66104034533816926E-02  1.44254808278921967E-02
  8.15479727992228476E+01 -1.66833494030408890E-02  1.43410547971917005E-02
  8.15512014628989590E+01 -1.67558662436405464E-02  1.42562599031171959E-02
  8.15544301265750704E+01 -1.68279521099888446E-02  1.41710983266619787E-02
  8.15576587902511676E+01 -1.68996051479805842E-02  1.40855722582487932E-02
  8.15608874539272648E+01 -1.69708235146416482E-02  1.39996838976773324E-02
  8.15641161176033762E+01 -1.70416053781792150E-02  1.39134354540642897E-02
  8.15673447812794734E+01 -1.71119489180276627E-02  1.38268291457879743E-02
  8.15705734449555848E+01 -1.71818523248942236E-02  1.37398672004327167E-02
  8.15738021086316820E+01 -1.72513138008082816E-02  1.36525518547281725E-02
  8.15770307723077934E+01 -1.73203315591644522E-02  1.35648853544956920E-02
  8.15802594359839048E+01 -1.73889038247717030E-02  1.34768699545866327E-02
  8.15834880996600020E+01 -1.74570288338958650E-02  1.33885079188283077E-02
  8.15867167633361134E+01 -1.75247048343081073E-02  1.32998015199617924E-02
  8.15899454270122106E+01 -1.75919300853269282E-02  1.32107530395874553E-02
  8.15931740906883221E+01 -1.76587028578656137E-02  1.31213647681027688E-02
  8.15964027543644193E+01 -1.77250214344755394E-02  1.30316390046449071E-02
  8.15996314180405307E+01 -1.77908841093892475E-02  1.29415780570331148E-02
  8.16028600817166279E+01 -1.78562891885669199E-02  1.28511842417058202E-02
  8.16060887453927393E+01 -1.79212349897373557E-02  1.27604598836645929E-02
  8.16093174090688507E+01 -1.79857198424423596E-02  1.26694073164128305E-02
  8.16125460727449479E+01 -1.80497420880804324E-02  1.25780288818947185E-02
  8.16157747364210593E+01 -1.81133000799486785E-02  1.24863269304359911E-02
  8.16190034000971565E+01 -1.81763921832841166E-02  1.23943038206850483E-02
  8.16222320637732679E+01 -1.82390167753078529E-02  1.23019619195491991E-02
  8.16254607274493651E+01 -1.83011722452657601E-02  1.22093036021353046E-02
  8.16286893911254765E+01 -1.83628569944688548E-02  1.21163312516902686E-02
  8.16319180548015737E+01 -1.84240694363368429E-02  1.20230472595360943E-02
  8.16351467184776851E+01 -1.84848079964365433E-02  1.19294540250120228E-02
  8.16383753821537965E+01 -1.85450711125233723E-02  1.18355539554112574E-02
  8.16416040458298937E+01 -1.86048572345822380E-02  1.17413494659179985E-02
  8.16448327095060051E+01 -1.86641648248667032E-02  1.16468429795463617E-02
  8.16480613731821023E+01 -1.87229923579375554E-02  1.15520369270796508E-02
  8.16512900368582137E+01 -1.87813383207040309E-02  1.14569337470046603E-02
  8.16545187005343109E+01 -1.88392012124617286E-02  1.13615358854505400E-02
  8.16577473642104223E+01 -1.88965795449302573E-02  1.12658457961274834E-02
  8.16609760278865195E+01 -1.89534718422937551E-02  1.11698659402598814E-02
  8.16642046915626310E+01 -1.90098766412366074E-02  1.10735987865267470E-02
  8.16674333552387424E+01 -1.90657924909820690E-02  1.09770468109966438E-02
  8.16706620189148396E+01 -1.91212179533301781E-02  1.08802124970628876E-02
  8.16738906825909510E+01 -1.91761516026941262E-02  1.07830983353807662E-02
  8.16771193462670482E+01 -1.92305920261359904E-02  1.06857068238050967E-02
  8.16803480099431596E+01 -1.92845378234049493E-02  1.05880404673227378E-02
  8.16835766736192568E+01 -1.93379876069723414E-02  1.04901017779897611E-02
  8.16868053372953682E+01 -1.93909400020664917E-02  1.03918932748685144E-02
  8.16900340009714796E+01 -1.94433936467101297E-02  1.02934174839589623E-02
  8.16932626646475768E+01 -1.94953471917533559E-02  1.01946769381375847E-02
  8.16964913283236882E+01 -1.95467993009092560E-02  1.00956741770905686E-02
  8.16997199919997854E+01 -1.95977486507888064E-02  9.99641174724737874E-03
  8.17029486556758968E+01 -1.96481939309343552E-02  9.89689220171636672E-03
  8.17061773193519940E+01 -1.96981338438524806E-02  9.79711810022077141E-03
  8.17094059830281054E+01 -1.97475671050490464E-02  9.69709200902954711E-03
  8.17126346467042026E+01 -1.97964924430614093E-02  9.59681650089302084E-03
  8.17158633103802998E+01 -1.98449085994902748E-02  9.49629415497840051E-03
  8.17190919740564254E+01 -1.98928143290340101E-02  9.39552755679951522E-03
  8.17223206377325226E+01 -1.99402083995187523E-02  9.29451929815424543E-03
  8.17255493014086341E+01 -1.99870895919309274E-02  9.19327197705617494E-03
  8.17287779650847312E+01 -2.00334567004491169E-02  9.09178819766663475E-03
  8.17320066287608427E+01 -2.00793085324745477E-02  8.99007057022883915E-03
  8.17352352924369399E+01 -2.01246439086609948E-02  8.88812171100247968E-03
  8.17384639561130371E+01 -2.01694616629466729E-02  8.78594424219300042E-03
  8.17416926197891485E+01 -2.02137606425834108E-02  8.68354079188586245E-03
  8.17449212834652599E+01 -2.02575397081658573E-02  8.58091399398009866E-03
  8.17481499471413713E+01 -2.03007977336612661E-02  8.47806648811942447E-03
  8.17513786108174685E+01 -2.03435336064389446E-02  8.37500091962318539E-03
  8.17546072744935799E+01 -2.03857462272983812E-02  8.27171993941947306E-03
  8.17578359381696771E+01 -2.04274345104968093E-02  8.16822620397867141E-03
  8.17610646018457743E+01 -2.04685973837787881E-02  8.06452237524108578E-03
  8.17642932655218857E+01 -2.05092337884019010E-02  7.96061112055310681E-03
  8.17675219291979829E+01 -2.05493426791656247E-02  7.85649511259455154E-03
  8.17707505928740943E+01 -2.05889230244375061E-02  7.75217702931163717E-03
  8.17739792565502057E+01 -2.06279738061792527E-02  7.64765955384929651E-03
  8.17772079202263171E+01 -2.06664940199733846E-02  7.54294537448099191E-03
  8.17804365839024143E+01 -2.07044826750494813E-02  7.43803718453839215E-03
  8.17836652475785115E+01 -2.07419387943092240E-02  7.33293768234327160E-03
  8.17868939112546229E+01 -2.07788614143509208E-02  7.22764957113987156E-03
  8.17901225749307201E+01 -2.08152495854957292E-02  7.12217555902125259E-03
  8.17933512386068315E+01 -2.08511023718104503E-02  7.01651835886435860E-03
  8.17965799022829287E+01 -2.08864188511330047E-02  6.91068068825609859E-03
  8.17998085659590402E+01 -2.09211981150955600E-02  6.80466526942522573E-03
  8.18030372296351516E+01 -2.09554392691474918E-02  6.69847482917350530E-03
  8.18062658933112488E+01 -2.09891414325788089E-02  6.59211209880439675E-03
  8.18094945569873602E+01 -2.10223037385431702E-02  6.48557981405160824E-03
  8.18127232206634574E+01 -2.10549253340797798E-02  6.37888071500991669E-03
  8.18159518843395688E+01 -2.10870053801348011E-02  6.27201754606649276E-03
  8.18191805480156660E+01 -2.11185430515842057E-02  6.16499305582612119E-03
  8.18224092116917774E+01 -2.11495375372535745E-02  6.05780999704529262E-03
  8.18256378753678746E+01 -2.11799880399401730E-02  5.95047112655721494E-03
  8.18288665390439860E+01 -2.12098937764329427E-02  5.84297920520268979E-03
  8.18320952027200974E+01 -2.12392539775322978E-02  5.73533699776031160E-03
  8.18353238663961946E+01 -2.12680678880702856E-02  5.62754727287416174E-03
  8.18385525300723060E+01 -2.12963347669302937E-02  5.51961280298137683E-03
  8.18417811937484032E+01 -2.13240538870657949E-02  5.41153636424204689E-03
  8.18450098574245146E+01 -2.13512245355185933E-02  5.30332073646963293E-03
  8.18482385211006118E+01 -2.13778460134382217E-02  5.19496870305522461E-03
  8.18514671847767232E+01 -2.14039176360987411E-02  5.08648305090080282E-03
  8.18546958484528204E+01 -2.14294387329173538E-02  4.97786657034330129E-03
  8.18579245121289318E+01 -2.14544086474712237E-02  4.86912205508466863E-03
  8.18611531758050432E+01 -2.14788267375140771E-02  4.76025230212122341E-03
  8.18643818394811404E+01 -2.15026923749930161E-02  4.65126011167049918E-03
  8.18676105031572519E+01 -2.15260049460649500E-02  4.54214828709800355E-03
  8.18708391668333491E+01 -2.15487638511120579E-02  4.43291963484632092E-03
  8.18740678305094605E+01 -2.15709685047569023E-02  4.32357696436477638E-03
  8.18772964941855577E+01 -2.15926183358783087E-02  4.21412308803288498E-03
  8.18805251578616691E+01 -2.16137127876251042E-02  4.10456082109291517E-03
  8.18837538215377805E+01 -2.16342513174313938E-02  3.99489298157257831E-03
  8.18869824852138777E+01 -2.16542333970295708E-02  3.88512239021744773E-03
  8.18902111488899891E+01 -2.16736585124648294E-02  3.77525187041350069E-03
  8.18934398125660863E+01 -2.16925261641074812E-02  3.66528424811941563E-03
  8.18966684762421977E+01 -2.17108358666665696E-02  3.55522235178957558E-03
  8.18998971399182949E+01 -2.17285871492020437E-02  3.44506901230316569E-03
  8.19031258035944063E+01 -2.17457795551365546E-02  3.33482706289321522E-03
  8.19063544672705035E+01 -2.17624126422678831E-02  3.22449933906939932E-03
  8.19095831309466149E+01 -2.17784859827795697E-02  3.11408867855005392E-03
  8.19128117946227263E+01 -2.17939991632526593E-02  3.00359792118423631E-03
  8.19160404582988235E+01 -2.18089517846755884E-02  2.89302990888363684E-03
  8.19192691219749349E+01 -2.18233434624551803E-02  2.78238748554452591E-03
  8.19224977856510321E+01 -2.18371738264258215E-02  2.67167349697956412E-03
  8.19257264493271435E+01 -2.18504425208596031E-02  2.56089079084026753E-03
  8.19289551130032407E+01 -2.18631492044751886E-02  2.45004221654562034E-03
  8.19321837766793521E+01 -2.18752935504463938E-02  2.33913062521065368E-03
  8.19354124403554493E+01 -2.18868752464110791E-02  2.22815886956875993E-03
  8.19386411040315608E+01 -2.18978939944787128E-02  2.11712980390267244E-03
  8.19418697677076722E+01 -2.19083495112382502E-02  2.00604628396918285E-03
  8.19450984313837694E+01 -2.19182415277655203E-02  1.89491116692444604E-03
  8.19483270950598808E+01 -2.19275697896300047E-02  1.78372731125173590E-03
  8.19515557587359780E+01 -2.19363340569012737E-02  1.67249757668979076E-03
  8.19547844224120894E+01 -2.19445341041554255E-02  1.56122482415552198E-03
  8.19580130860881866E+01 -2.19521697204807381E-02  1.44991191567229592E-03
  8.19612417497642838E+01 -2.19592407094829911E-02  1.33856171429819399E-03
  8.19644704134403952E+01 -2.19657468892907777E-02  1.22717708404800540E-03
  8.19676990771165066E+01 -2.19716880925599142E-02  1.11576088982392845E-03
  8.19709277407926180E+01 -2.19770641664778985E-02  1.00431599734001329E-03
  8.19741564044687152E+01 -2.19818749727678404E-02  8.92845273047203737E-04
  8.19773850681448266E+01 -2.19861203876919910E-02  7.81351584060856544E-04
  8.19806137318209238E+01 -2.19898003020548467E-02  6.69837798088874560E-04
  8.19838423954970210E+01 -2.19929146212060889E-02  5.58306783354195696E-04
  8.19870710591731324E+01 -2.19954632650429666E-02  4.46761408522895580E-04
  8.19902997228492296E+01 -2.19974461680122919E-02  3.35204542632278166E-04
  8.19935283865253410E+01 -2.19988632791122372E-02  2.23639055013331297E-04
  8.19967570502014524E+01 -2.19997145618935734E-02  1.12067815218175242E-04
  8.19999857138775639E+01 -2.19999999944606173E-02  4.93692950632256709E-07
  8.20032143775536611E+01 -2.19997195694718248E-02 -1.11080442015087388E-04
  8.20064430412297583E+01 -2.19988732941399472E-02 -2.22651719903821567E-04
  8.20096717049058697E+01 -2.19974611902318679E-02 -3.34217271012018696E-04
  8.20129003685819669E+01 -2.19954832940680196E-02 -4.45774225785300360E-04
  8.20161290322580783E+01 -2.19929396565214617E-02 -5.57319714890392457E-04
  8.20193576959341755E+01 -2.19898303430166100E-02 -6.68850869287051977E-04
  8.20225863596103011E+01 -2.19861554335274434E-02 -7.80364820306235778E-04
